sentence,true_label,pred_label
Él bebió una taza de café.,spa,spa
¿Amas a tu esposa?,spa,spa
I hate your cooking.,eng,spa
Uno solo ve con los ojos. La esencia es invisible a los ojos.,spa,spa
Ella habló con un hilo de voz.,spa,spa
Hoy es el cumpleaños de mi mejor amigo.,spa,spa
I don't think Tom enjoys hiking.,eng,spa
"Esta flor es bonita, ¿no?",spa,spa
Be careful with her.,eng,eng
"María tiene un corte en la palma de la mano. Dicen que se lo hizo al cortar patatas, pero yo no me lo creo.",spa,spa
No podés ir.,spa,eng
I was in an agony of discomfort.,eng,eng
Las tormentas en el mar impidieron nuestro progreso.,spa,spa
He was framed on a murder charge.,eng,spa
Ojalá fuera rica.,spa,spa
¿El lago es profundo?,spa,spa
Was it complicated?,eng,spa
Your speech was splendid.,eng,spa
Él me dijo que iba de compras a Shibuya.,spa,spa
Tom said he wasn't sure he wanted to do that.,eng,eng
"¿Por cuánto tiempo has estado viviendo en Kobe, entonces?",spa,spa
Let's change the rules.,eng,spa
Mary isn't Tom's wife.,eng,spa
I don't think that Tom has to decide that today.,eng,spa
Él encontró su oficina sin dificultades.,spa,spa
He is the tallest person in the class.,eng,spa
No me puedo acordar de tu nombre.,spa,spa
Quiero jugar al tenis.,spa,spa
Please don't cry.,eng,spa
¿Por qué ya no me mira?,spa,spa
I did that just a while ago.,eng,spa
Tom said that he didn't have to go to Australia next week.,eng,eng
Fue una gran carrera.,spa,spa
Tom is richer than he seems.,eng,spa
Take this medicine. You'll soon feel better.,eng,eng
El policía sospechaba que el hombre era culpable.,spa,spa
Llegué aquí anoche.,spa,spa
Esa yegua tiene un ensillado.,spa,spa
¿Puedes hacerlo en treinta minutos?,spa,spa
"Oye, ¿cuál es el gran secreto? Anda; cuéntame a mí también.",spa,spa
The Tokaido line terminates at Tokyo.,eng,spa
Ha de tener casi cuarenta.,spa,spa
Why don't you go outside?,eng,spa
Los ciclistas de carreras se depilan las piernas.,spa,spa
La fusión es el pasaje de una sustancia del estado sólido al estado líquido.,spa,spa
Tom corrió y corrió hasta que finalmente atisbó la cabina telefónica.,spa,spa
Mary accused Tom unfairly.,eng,spa
Tom thought the movie was good.,eng,spa
"Habiéndose reconciliado después de una larga riña, Tom y Mary se reencontraron en medio de esta frase.",spa,spa
Sofía es la capital de Bulgaria.,spa,spa
Tomorrow would be a good time to do that.,eng,eng
I barely even remember Tom.,eng,spa
Tom es el más alto de nuestro curso.,spa,spa
Klearchos tried to force the soldiers to go; but they threw stones at him.,eng,spa
Aquí está el Japón.,spa,spa
"Lo siento, estaba distraído.",spa,spa
Su acento delata el hecho de que él es francés.,spa,spa
Esto nos encanta.,spa,spa
The Federal Reserve cut its benchmark discount rate to an 18-year low.,eng,spa
Aprobaría ambas cosas.,spa,spa
Tom got his nipples pierced.,eng,spa
I thought it might be fun to do that.,eng,eng
It is a toss-up whether to drink sake or whiskey; too much of either results equally in drunken revelry.,eng,spa
Sami messaged Layla when he got home.,eng,spa
Tengo una mesa de madera.,spa,spa
Aren't you going to work today?,eng,spa
Tom vio una película japonesa con subtítulos en francés.,spa,spa
I didn't think Tom would understand.,eng,spa
Yo todavía no me he acostumbrado a que me llamen la señora Jackson.,spa,spa
Tom needs your help.,eng,spa
Mejor no anhelar sueños imposibles.,spa,spa
Tom is the most popular boy in the class.,eng,spa
"De todos modos, quiero verlo.",spa,spa
No tenemos mucho tiempo.,spa,spa
"Si tuvieras una máquina del tiempo, ¿qué año visitarías?",spa,spa
No me siento bien y preferiría quedarme en casa hoy.,spa,spa
No falta mucho para que conozcamos la verdad.,spa,spa
Un día esta oruga se convertirá en una hermosa mariposa.,spa,spa
Más de un amigo mío no sabe nadar.,spa,spa
¿Existe cura para la estupidez?,spa,spa
"Because of rain, we couldn't go to the beach.",eng,spa
Sami doesn't have sixty bucks.,eng,spa
You can't find this article everywhere.,eng,spa
Tom was a public servant.,eng,eng
I like to go to the movies to see foreign films.,eng,spa
¿Quién ha hecho la foto?,spa,spa
La tienda se traspasó a finales del verano pasado.,spa,spa
Sami was being serious.,eng,spa
A cult member attempted to assassinate the queen with poisoned fruit.,eng,eng
I was surprised to learn that Tom and Mary were liberals.,eng,spa
El número de visitantes a Singapur está creciendo año tras año.,spa,spa
I saw Tom go into the store across the street.,eng,eng
Si me muerdes te devolveré el mordisco.,spa,spa
He likes to go fishing by himself.,eng,spa
La obra de Mario de Andrade retrata la cultura brasilera.,spa,spa
Subject numerals in Arabic language is quite difficult.,eng,eng
Tom le quitó la llave a la puerta del frente.,spa,spa
Creo que por eso Tom está aquí.,spa,spa
They said that they enjoy teaching French.,eng,spa
I would love to go.,eng,spa
"What's the Spanish for ""your face""?",eng,spa
I have a theory about her.,eng,eng
Me gusta tocar el piano.,spa,spa
I didn't know who Tom and Mary were planning to see in Boston.,eng,spa
El rey gobernó el país.,spa,spa
Tom said that he didn't want a sandwich.,eng,spa
Necesito mejorar mi francés.,spa,spa
La historia me recordó a mi padre.,spa,spa
El microondas estropea la comida.,spa,spa
A menudo me tumbo en este banco.,spa,spa
¿Cuántos relojes perdió Tom?,spa,spa
Es más pequeño que yo.,spa,spa
Encontré la ciudad en el mapa.,spa,spa
"Discúlpame, no quiero molestarte.",spa,spa
I bought a telescope in order to observe the night sky.,eng,spa
Vi a un hombre que venía directo hacia mí.,spa,spa
Tomorrow morning will be OK.,eng,spa
Tom no tiene pecas.,spa,spa
I could hardly refuse Tom's challenge.,eng,spa
Tom and Mary are in their pajamas.,eng,spa
She should be in jail.,eng,spa
They sacrificed a sheep.,eng,spa
"Por favor, inténtalo de nuevo.",spa,spa
Japón limita al este con el Pacífico.,spa,spa
Did you bake a cake?,eng,spa
Mira cómo se pone el Sol.,spa,spa
"A primera vista esto paracería perfectamente obvio, pero de hecho es muy difícil",spa,spa
A computer is to the brain like a bike is to the legs.,eng,spa
¿Has llegado a probar eso?,spa,spa
"Gracias. ""No, gracias a usted.""",spa,eng
"Let's have one for the road!, Tom told his friend at the pub.",eng,spa
I haven't checked the doors yet.,eng,eng
La alegría del corazón aumenta cuando se comparte.,spa,spa
¿Qué debería hacer? me dije a mí mismo.,spa,spa
I've got a bad hangover.,eng,eng
I still think Tom could help.,eng,spa
Tom didn't realize he was in any danger.,eng,eng
Tom confía en ella.,spa,spa
"Ama a tu vecino, pero no pases su cerca.",spa,spa
I thought Mary would have all the time she needed.,eng,spa
No soy materialista.,spa,spa
I don't think that Tom has much free time.,eng,spa
¿Te gustaría una almohada?,spa,spa
Podría estar liado el lunes.,spa,spa
Si un lenguaje suena bien o no depende del atractivo de la voz de la persona que lo habla.,spa,spa
Un libro cayó desde la estantería.,spa,spa
"Mary is resilient, isn't she?",eng,spa
"Tom is an interesting person, isn't he?",eng,spa
Maybe Tom doesn't know what to do.,eng,spa
Tom isn't feeling well.,eng,spa
No seas tan tonto.,spa,spa
Tom me dijo que estarías aquí.,spa,spa
"I like the station, but they broadcast the news too often.",eng,eng
Un incentivo siempre ayuda.,spa,spa
I told Tom not to believe everything he read on the Web.,eng,spa
Ella fuma como un carretero.,spa,spa
She didn't think it was funny.,eng,spa
She was only 18 when she graduated from university.,eng,spa
"Hey, didn't you wear that shirt yesterday?",eng,spa
I'll take you there someday.,eng,spa
Estoy muy seguro de que encontraré trabajo.,spa,spa
I wonder if Tom is still nervous.,eng,spa
Mi abuelo murió en la misma habitación en la que nació.,spa,spa
Las bromas de mal gusto pueden tener consecuencias serias.,spa,spa
Está cerca.,spa,spa
I eat here every day.,eng,spa
Tom and Mary told me that they were going to win.,eng,spa
"Yet beautiful and bright he stood, As born to rule the storm; A creature of heroic blood, A proud though childlike form.",eng,spa
En este momento mi hermano no está ocupado.,spa,spa
Compró un libro en la tienda.,spa,spa
It seemed that that house was small if it was compared with the cottage which he lived in even recently.,eng,spa
Él pensó: puede que sea un engaño.,spa,spa
Let me lead the way.,eng,spa
"¿Hay algo que te moleste, Tom?",spa,spa
What is her sickness?,eng,spa
I had a talk with her.,eng,eng
No doubt he will come.,eng,spa
Tom is about as tall as me.,eng,spa
Sami felt something hit his shoulder.,eng,eng
No puedo soportar ese calor.,spa,eng
Everyone is talking about us.,eng,spa
Ella es de constitución delgada.,spa,spa
She removed even this one.,eng,spa
George H. W. Bush had no respect for the dead whatsoever.,eng,eng
Han dormido en la misma habitación.,spa,spa
Fui a una nueva tienda de comestibles que han abierto en el barrio y me dieron pan de regalo.,spa,spa
The money is on the table.,eng,spa
There's little chance that Tom will win.,eng,spa
Everything went black.,eng,eng
I think Tom could be just the person we need.,eng,spa
What do you say to taking a rest?,eng,eng
Sami started harassing Layla.,eng,spa
"De hecho, tengo que contarte algo.",spa,spa
Te extrañé.,spa,spa
"There you have it all in a nutshell, Watson, and if you can give me any light I shall be infinitely obliged to you.",eng,spa
They had the absolute majority on this one.,eng,spa
I promise that I won't hit anyone.,eng,spa
I cry every time I see this film.,eng,spa
Jaume's grandmother spoke Catalan better than Spanish.,eng,spa
Ella no quería involucrarse.,spa,spa
Juntémonos y conversémoslo.,spa,spa
They're paying really close attention.,eng,spa
The girl is writing.,eng,spa
She went to school by car.,eng,spa
Quiero entrar en un club deportivo.,spa,spa
I have to take out the garbage.,eng,spa
Es demasiado hermoso para ser cierto.,spa,spa
Tom and Mary said they didn't expect anyone to do that.,eng,eng
I suspect that Tom and Mary were surprised when John walked into the room.,eng,spa
Tomás no quería ir.,spa,eng
Snap to it.,eng,eng
You speak English.,eng,spa
Can I tell my father what you want?,eng,eng
It is evident from his behavior that he lies.,eng,spa
Do you feel happy?,eng,spa
The child talks as if he were a man.,eng,spa
A Tom le costaba creer que no le gustaba en lo más mínimo a Mary.,spa,spa
I actually think that I might be able to do that.,eng,eng
Él se arrepiente de sus fechorías.,spa,spa
You need a specialized tool in order to fix this.,eng,spa
I'm immune to disease.,eng,spa
Tom está buscando las llaves de su coche.,spa,spa
The death penalty is final and irreversible.,eng,spa
I don't think that Tom can walk without a cane.,eng,spa
Tom no bebe.,spa,spa
No se puede agradar a todos.,spa,spa
Is anything up?,eng,spa
Mary is still unsure of herself.,eng,spa
I have a dog trained as a seeing eye dog.,eng,spa
I think you've made your point.,eng,eng
"Cuando Scrooge despertó, estaba tan oscuro, que, mirando de la cama, apenas podía distinguir de la ventana transparente las paredes opacas de su habitación.",spa,spa
Yo odio Boston.,spa,spa
The hikers traced a convoluted route through the mountains.,eng,spa
Tom asked Mary to find out what John wanted us to do.,eng,spa
We all know it.,eng,eng
Tom no tolera a Mary.,spa,spa
She has the advantage of beauty.,eng,spa
I met your son yesterday and he greeted me politely.,eng,spa
Those girls are beautiful.,eng,spa
No es responsable por lo que hizo Tom.,spa,spa
Please tell me about your hobbies.,eng,spa
No entiendo por qué Tom dejaría su paraguas en el auto.,spa,spa
We probably don't have enough money.,eng,spa
Te encontraron.,spa,spa
¿Podrías cerrar la ventana?,spa,spa
¿Cuándo fue la última vez que vendiste un auto?,spa,spa
I know Tom is a little worried.,eng,spa
¿Puedo tomar prestado tu paraguas?,spa,spa
¿Puedo hacer algo para ayudarte?,spa,spa
Do you play basketball?,eng,spa
Thomas has a picture of his family on his desk.,eng,eng
I don't think I could afford to buy a car like Tom's.,eng,spa
I think we've been cooperative.,eng,spa
¿Qué piensas de la guerra?,spa,spa
¿Aquel es tu perro?,spa,spa
¿Te he llamado en mal momento?,spa,spa
I didn't show them anything.,eng,spa
Debemos hacer el cambio.,spa,spa
Los niños son muy curiosos y hacen muchas preguntas.,spa,spa
Esta vez puedo vencer.,spa,eng
Thank you for your call.,eng,spa
Mary has everything that she wants.,eng,spa
Tom es el hombre de la casa.,spa,spa
He promises not to drink anymore.,eng,spa
Él sabe cómo se usa esta arma.,spa,spa
Mary told me she didn't do anything wrong.,eng,spa
¡Hacedlo de nuevo!,spa,spa
¡Qué falta de responsabilidad!,spa,eng
"They aren't the ones, are they?",eng,spa
Río Grande del Sur es un estado brasileño que está hacia el sur.,spa,eng
Just don't talk.,eng,eng
No esperes de mí sinceridad mientras tú tan claramente sigas mintiéndome .,spa,spa
Yo no soy tu criado.,spa,spa
Sami was packing up the diaper bag.,eng,spa
Vi una casa de techo rojo.,spa,spa
"Mary is swimming, isn't she?",eng,spa
¿Querés saber?,spa,eng
I seldom need to speak French anymore.,eng,spa
Tom said that Mary is probably still the one responsible for getting that done.,eng,spa
I need to go milk the cows.,eng,spa
¿Te has curado ya de tu resfriado?,spa,spa
"Since the nuclear bombings of Nagasaki and Hiroshima, Japan has maintained a respectful and pacifist tradition.",eng,spa
"Es una tarea difícil elegir qué está ""bien"" o ""mal"", pero has de hacerlo.",spa,spa
Please send help right away.,eng,spa
Usted es siempre bienvenido.,spa,spa
¡Me parece interesante!,spa,eng
No juegues conmigo.,spa,spa
Tom's yelling.,eng,spa
¿Juegas al futbol?,spa,spa
I can't stand it any longer.,eng,eng
Adoro a los músicos de rock.,spa,eng
I almost never get scared.,eng,spa
El cocodrilo atrapó a un ñu mientras éste intentaba cruzar el río.,spa,spa
He came just after you left.,eng,eng
No eres sino un alumno.,spa,spa
Tom debió haberle dicho a Mary.,spa,spa
Computers are complicated machines.,eng,spa
Tom thought that Mary wouldn't be able to beat him at chess.,eng,spa
Tom didn't know you weren't planning to stay.,eng,spa
"Debes hacer tus deberes, te guste o no.",spa,spa
Tom says he knows Mary could do that if she tried harder.,eng,eng
The loss of their mother grieved them very much.,eng,spa
"¿Cuál es su nombre, señor?",spa,eng
Both Tom and Mary are good at French.,eng,spa
Me gustaría ayudarte.,spa,spa
"Entre nos, no me agrada el nuevo capitán del equipo.",spa,spa
El trabajador murió a causa de la explosión.,spa,spa
No te atrevas a tocar eso.,spa,spa
Get out of bed.,eng,spa
Se te pasará.,spa,eng
Tom had a cat.,eng,eng
The reviewer is sharply critical of the novel.,eng,spa
Ella cerró la puerta fuertemente destrás de ella.,spa,spa
My favorite pizza is Pizza Hawaii.,eng,spa
It's raining hard and yet I must go.,eng,spa
We aren't bluffing.,eng,spa
The new bridge is in process of construction.,eng,spa
Mide el sofá. Yo creo que no va a caber en la sala.,spa,spa
